0,1
1,1
2,1
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,3
13,3
14,3
15,3
16,3
17,3
18,3
19,3
20,3
21,3
22,3
23,3
24,3
25,3
26,3
27,3
28,3
29,3
30,3
31,3
32,3
33,3
34,3
35,3
36,3
37,4
38,5
39,5
40,5
41,5
42,5
43,5
44,5
45,5
46,5
47,6
48,7
49,7
50,7
51,7
52,7
53,7
54,7
55,7
56,7
57,7
58,7
59,7
60,7
61,7
62,7
63,7
64,7
65,7
66,8
67,9
68,9
69,9
70,9
71,9
72,9
73,9
74,9
75,9
76,9
77,9
78,9
79,9
80,9
81,9
82,9
83,9
84,9
85,9
86,9
87,9
88,9
89,9
90,9
91,9
92,9
93,9
94,9
95,9
96,9
97,9
98,9
99,9
100,9
101,9
102,9
103,9
104,9
105,9
106,9
107,9
108,9
109,9
110,9
111,9
112,9
113,9
114,10
115,10
116,10
117,10
118,11
119,12
120,12
121,12
122,12
123,12
124,12
125,12
126,12
127,12
128,12
129,12
130,12
131,12
132,12
133,12
134,12
135,12
136,12
137,13
138,13
139,13
140,14
141,14
142,14
143,14
144,14
145,14
146,14
147,14
148,14
149,14
150,14
151,14
152,14
153,14
154,14
155,14
156,14
157,14
158,14
159,14
160,14
161,14
162,14
163,14
164,14
165,14
166,15
167,15
168,15
169,15
170,15
171,15
172,15
173,15
174,15
175,15
176,15
177,15
178,15
179,15
180,15
181,15
182,15
183,15
184,15
185,15
186,15
187,15
188,15
189,15
190,15
191,15
192,15
193,16
194,16
195,16
196,16
197,16
198,16
199,16
200,16
201,16
202,16
203,16
204,16
205,16
206,16
207,16
208,16
209,16
210,17
211,17
212,17
213,17
214,17
215,17
216,17
217,17
218,17
219,17
220,17
221,17
222,17
223,17
224,17
225,17
226,17
227,17
228,17
229,17
230,17
231,17
232,17
233,17
234,17
235,17
236,17
237,17
238,17
239,17
240,17
241,17
242,17
243,17
244,17
245,17
246,17
247,17
248,17
249,17
250,17
251,17
252,17
253,17
254,17
255,17
256,17
257,17
258,17
259,17
260,17
261,17
262,17
263,17
264,17
265,17
266,17
267,17
268,17
269,17
270,17
271,17
272,18
273,19
274,20
275,20
276,20
277,20
278,20
279,20
280,21
281,21
282,21
283,21
284,21
285,21
286,22
287,22
288,22
289,22
290,22
291,22
292,22
293,22
294,22
295,22
296,22
297,22
298,23
299,24
300,25
301,25
302,25
303,26
304,26
305,27
306,28
307,28
308,28
309,28
310,28
311,28
312,28
313,28
314,28
315,28
316,29
317,29
318,29
319,29
320,29
321,29
322,30
323,30
324,30
325,30
326,30
327,30
328,30
329,30
330,30
331,31
332,32
333,32
334,32
335,33
336,33
337,33
338,33
339,33
340,34
341,34
342,34
343,34
344,34
345,34
346,34
347,34
348,34
349,34
350,34
351,34
352,34
353,35
354,36
355,36
356,36
357,36
358,37
359,38
360,38
361,39
362,39
363,39
364,39
365,39
366,39
367,39
368,39
369,40
370,40
371,40
372,40
373,40
374,40
375,41
376,42
377,42
378,42
379,42
380,42
381,43
382,44
383,45
384,46
385,47
386,48
387,49
388,50
389,50
390,50
391,50
392,50
393,51
394,52
395,53
396,53
397,53
398,54
399,55
400,56
401,56
402,56
403,56
404,56
405,56
406,56
407,56
408,56
409,56
410,56
411,56
412,56
413,56
414,56
415,56
416,56
417,56
418,56
419,56
420,56
421,56
422,56
423,56
424,56
425,56
426,56
427,56
428,56
429,56
430,56
431,56
432,56
433,57
434,58
435,58
436,58
437,58
438,58
439,58
440,58
441,58
442,58
443,58
444,58
445,58
446,58
447,58
448,58
449,59
450,59
451,59
452,59
453,59
454,59
455,59
456,59
457,60
458,61
459,61
460,62
461,63
462,63
463,63
464,63
465,63
466,63
467,63
468,64
469,65
470,65
471,66
472,66
473,66
474,66
475,66
476,66
477,66
478,66
479,66
480,66
481,66
482,66
483,66
484,66
485,66
486,67
487,68
488,68
489,68
490,68
491,68
492,68
493,68
494,69
495,69
496,69
497,69
498,69
499,69
500,69
501,69
502,70
503,70
504,70
505,70
506,70
507,70
508,70
509,71
510,71
511,71
512,71
513,71
514,71
515,71
516,71
517,71
518,72
519,73
520,73
521,73
522,73
523,73
524,73
525,73
526,73
527,73
528,73
529,73
530,73
531,74
532,75
533,75
534,75
535,75
536,76
537,77
538,77
539,78
540,79
541,79
542,79
543,80
544,81
545,81
546,81
547,81
548,81
549,81
550,81
551,82
552,83
553,83
554,83
555,83
556,83
557,83
558,83
559,83
560,83
561,83
562,84
563,85
564,86
565,87
566,87
567,88
568,88
569,88
570,88
571,89
572,89
573,89
574,89
575,89
576,89
577,89
578,90
579,90
580,90
581,90
582,90
583,91
584,91
585,91
586,91
587,91
588,91
589,91
590,92
591,92
592,92
593,92
594,92
595,92
596,92
597,93
598,94
599,94
600,94
601,95
602,95
603,95
604,95
605,95
606,95
607,95
608,95
609,95
610,95
611,95
612,96
613,96
614,96
615,96
616,96
617,96
618,97
619,97
620,98
621,99
622,99
623,100
624,100
625,100
626,100
627,100
628,100
629,100
630,100
631,100
632,101
633,101
634,101
635,102
636,102
637,103
638,104
639,104
640,104
641,104
642,105
643,105
644,105
645,105
646,105
647,105
648,105
649,105
650,105
651,105
652,105
653,105
654,105
655,106
656,106
657,106
658,107
659,107
660,108
661,108
662,109
663,110
664,110
665,110
666,110
667,110
668,110
669,110
670,110
671,110
672,110
673,111
674,112
675,113
676,113
677,113
678,113
679,113
680,114
681,114
682,114
683,114
684,115
685,115
686,115
687,116
688,117
689,118
690,119
691,119
692,119
693,119
694,119
695,119
696,119
697,119
698,119
699,119
700,120
701,120
702,120
703,120
704,120
705,120
706,120
707,121
708,122
709,123
710,124
711,124
712,124
713,124
714,124
715,125
716,126
717,127
718,127
719,127
720,127
721,128
722,129
723,129
724,129
725,130
726,131
727,131
728,131
729,131
730,131
731,132
732,132
733,132
734,132
735,132
736,132
737,132
738,132
739,133
740,134
741,134
742,134
743,134
744,135
745,136
746,137
747,137
748,137
749,137
750,137
751,137
752,137
753,137
754,137
755,137
756,137
757,138
758,139
759,139
760,139
761,139
762,139
763,139
764,139
765,139
766,139
767,139
768,139
769,139
770,139
771,139
772,140
773,140
774,140
775,140
776,141
777,142
778,142
779,142
780,142
781,142
782,142
783,143
784,143
785,143
786,143
787,143
788,144
789,144
790,144
791,144
792,144
793,144
794,144
795,144
796,145
797,145
798,145
799,145
800,145
801,145
802,146
803,147
804,147
805,147
806,147
807,147
808,147
809,147
810,147
811,148
812,149
813,149
